no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
4098,Suandi Daulay,https://scholar.google.com/citations?hl=en&user=umZ3wrUAAAAJ,umZ3wrUAAAAJ,Sekolah Tinggi Teknologi Pekanbaru,Verified email at sttp-yds.ac.id,50,Information Systems,2020,2024,12,50,4,2,50,4,2
4099,Carolina Costabile,https://scholar.google.com/citations?hl=en&user=oY6h27gAAAAJ,oY6h27gAAAAJ,"PhD Research Scholar, Norwegian School of Economics (NHH)",Verified email at nhh.no,50,"Information Systems, Digitalization, Environmental Sustainability",2020,2023,9,50,3,2,50,3,2
4100,Fan Yang,https://scholar.google.com/citations?hl=en&user=9jZhwNEAAAAJ,9jZhwNEAAAAJ,University of Maryland Baltimore County,Verified email at umbc.edu,50,"Information Systems, Data Mining, Database Management",2006,2022,11,50,3,3,44,3,3
4101,Nachandiya Nathan,https://scholar.google.com/citations?hl=en&user=4KjuIFUAAAAJ,4KjuIFUAAAAJ,PhD Student Informatio Systems,Verified email at aun.edu.ng,50,Information Systems,2015,2022,18,50,4,3,47,3,2
4102,Kasra Pourang,https://scholar.google.com/citations?hl=en&user=ujUFhoYAAAAJ,ujUFhoYAAAAJ,"Instructor of Computer Information Systems, University of Southern Indiana",Verified email at usi.edu,50,"Information Systems, Machine Learning, Cybersecurity, Data Science, Project Management",2011,2021,8,50,2,1,30,2,1
4103,Soumya Mudgal,https://scholar.google.com/citations?hl=en&user=sB3kMxEAAAAJ,sB3kMxEAAAAJ,Research Scholar,Verified email at iimk.ac.in,50,"Information Systems, Cyber Security, Optimisation",2019,2022,16,50,5,0,50,5,0
4104,Βασιλεια Πεππα,https://scholar.google.com/citations?hl=en&user=KOfm2bMAAAAJ,KOfm2bMAAAAJ,ΠΕ86 ΠΛΗΡΟΦΟΡΙΚΗΣ,Verified email at aenynanp.gr,50,"RFID, IT, INFORMATION SYSTEMS, DATABASES",2004,2018,11,50,3,2,25,3,2
4105,mostafa sayed,https://scholar.google.com/citations?hl=en&user=RaI9DokAAAAJ,RaI9DokAAAAJ,assistant lecturer,Verified email at fcis.bsu.edu.eg,50,information systems,2013,2022,6,50,2,2,47,2,2
4106,Isnaeni Achdiat,https://scholar.google.com/citations?hl=en&user=AAidDVEAAAAJ,AAidDVEAAAAJ,Universitas Padjadjaran,Verified email at mail.unpad.ac.id,50,"Information Quality, Innovation, Information Systems",2000,2023,13,50,4,2,46,3,2
4107,Zonayed Mahid,https://scholar.google.com/citations?hl=en&user=Evjtl_kAAAAJ,Evjtl_kAAAAJ,,Verified email at wsu.edu,50,Information Systems,2018,2021,7,50,3,1,50,3,1
4108,Zhadyra Avkurova,https://scholar.google.com/citations?hl=en&user=4uy7CVQAAAAJ,4uy7CVQAAAAJ,Karaganda industrial univesity,Verified email at tttu.edu.kz,50,"information systems, software engineering",2016,2022,18,50,4,2,50,4,2
4109,Trang Trinh,https://scholar.google.com/citations?hl=en&user=XVWPYbIAAAAJ,XVWPYbIAAAAJ,"University of Economics and Law, Vietnam National University HCMC",Verified email at uel.edu.vn,50,"Information Systems, Data Analytics, Data Science",2022,2024,4,50,2,1,50,2,1
4110,Ibad Rahadian Saladdin,https://scholar.google.com/citations?hl=en&user=QYEUxiIAAAAJ,QYEUxiIAAAAJ,Universitas Indonesia,Verified email at cs.ui.ac.id,50,"Information Systems, Acceptance Model, Electronic Health",2018,2022,4,50,3,1,50,3,1
4111,Khalid H. Alshammari,https://scholar.google.com/citations?hl=en&user=2n8H0q4AAAAJ,2n8H0q4AAAAJ,University of Ha'il,Verified email at uoh.edu.sa,50,"Digital Transformation, Innovation Adoption, Strategy, Cloud Computing, Information Systems",2018,2024,9,50,4,1,50,4,1
4112,Dr. Mohit Beniwal,https://scholar.google.com/citations?hl=en&user=5VVon9sAAAAJ,5VVon9sAAAAJ,"Delhi School of Management, Delhi Technological University",Verified email at dtu.ac.in,50,"Data Analytics, AI/ML& LLMs, FinTech, Time Series Analysis, Information Systems",2022,2024,7,50,2,2,50,2,2
4113,Abdulaziz Alanazi,https://scholar.google.com/citations?hl=en&user=hwkVMY0AAAAJ,hwkVMY0AAAAJ,Northern Border University,Verified email at nbu.edu.sa,50,"Information Systems, CubeSats, Software Design, Software Requirements, Software Metrics",2015,2021,7,50,3,2,49,3,2
4114,Maximilian Hecht,https://scholar.google.com/citations?hl=en&user=ZJgLuUQAAAAJ,ZJgLuUQAAAAJ,whisky.de,Verified email at maximilianhecht.de,49,"IT Management, Information Systems, IT Controlling, Knowledge Management",2008,2013,4,49,3,2,15,2,1
4115,Olufunmilayo Fati,https://scholar.google.com/citations?hl=en&user=JiKVIaYAAAAJ,JiKVIaYAAAAJ,"Systems Librarian, Federal University of Agriculture Abeokuta",Verified email at unijos.edu.ng,49,"Cybersecurity, Information Systems, User experience",2010,2018,6,49,3,2,34,3,2
4116,"Riyadi, Dr., Drs, M.Si",https://scholar.google.com/citations?hl=en&user=bV4IdhgAAAAJ,bV4IdhgAAAAJ,"Doktor Administrasi Bisnis, Universitas Brawijaya",Verified email at ub.ac.id,49,"Information Systems, Electronic Business, Javacola",2010,2022,9,49,2,1,28,2,1
4117,Yousef Alduraywish,https://scholar.google.com/citations?hl=en&user=VsE5J4oAAAAJ,VsE5J4oAAAAJ,Assistant Professor @ computer information and sciences - Al-Imam Mohamed bin Saud …,Verified email at imamu.edu.sa,49,information systems,2017,2024,10,49,4,2,48,4,2
4118,Dr.Ghulam Qambar,https://scholar.google.com/citations?hl=en&user=YGcq8rIAAAAJ,YGcq8rIAAAAJ,"Chairman, Society of Educational Research, University of Okara, Pakistan",Verified email at uo.edu.pk,49,"Educational Research, information systems, educational data",2016,2024,16,49,3,1,49,3,1
4119,Lorenz Baum,https://scholar.google.com/citations?hl=en&user=sYHKzloAAAAJ,sYHKzloAAAAJ,"Information Systems and Information Management, Goethe-Universität Frankfurt",Verified email at wiwi.uni-frankfurt.de,49,"Information Systems, Artificial Intelligence, Machine Learning, Künstliche Intelligenz",2019,2024,14,49,4,2,49,4,2
4120,Andreas Schmid,https://scholar.google.com/citations?hl=en&user=JlDDdAsAAAAJ,JlDDdAsAAAAJ,University of Hohenheim,Verified email at uni-hohenheim.de,49,"Information Systems, Gamification, Negotiation",2016,2022,13,49,4,2,46,4,0
4121,Alaa Alsaqer,https://scholar.google.com/citations?hl=en&user=o_36Z80AAAAJ,o_36Z80AAAAJ,King Faisal University,Verified email at kfu.edu.sa,49,"Text Mining, Natural Language Processing, Data Analytics, Information Systems",2017,2024,3,49,2,2,47,2,2
4122,Munipalle Sai Nikhila,https://scholar.google.com/citations?hl=en&user=BsbfeM0AAAAJ,BsbfeM0AAAAJ,,Verified email at isb.edu,49,"Machine learning, artificial intelligence, information systems, business value of IT",2020,2022,4,49,2,2,49,2,2
4123,Leona Brust,https://scholar.google.com/citations?hl=en&user=feaueuYAAAAJ,feaueuYAAAAJ,Institute for Technology and Innovation Management,Verified email at time.rwth-aachen.de,49,"Information Systems, ICT use, Deep Work, Service-Dominant Logic, Topic Modeling",2015,2022,3,49,2,1,48,2,1
4124,Zhaoyuan He,https://scholar.google.com/citations?hl=en&user=lartYbkAAAAJ,lartYbkAAAAJ,University of Tasmania,Verified email at utas.edu.au,49,"Digital Health, Information Systems, Health Informatics, eHealth, Blockchain",2021,2022,2,49,2,2,49,2,2
4125,Taha Jafari,https://scholar.google.com/citations?hl=en&user=sw92Y8kAAAAJ,sw92Y8kAAAAJ,PhD in System Management,Verified email at semnan.ac.ir,49,"Supply Chain, Decision Making, Information Systems, Project Management",2021,2023,3,49,2,2,49,2,2
4126,RUSTAMOV BAXTIYOR NORMAMATOVICH,https://scholar.google.com/citations?hl=en&user=WkIO_EUAAAAJ,WkIO_EUAAAAJ,"LLC ""Science and Innovation"", Uzbekistan",Verified email at scientists.uz,49,"Information systems, Database, Programming, Artificial intelligence, BigData",2022,2023,12,49,5,3,49,5,3
4127,Nuno Geada,https://scholar.google.com/citations?hl=en&user=vk13X_IAAAAJ,vk13X_IAAAAJ,"Assistant Professor of ISCTE - Instituto Universitário de Lisboa, Portugal",Verified email at iscte-iul.pt,49,"Information Systems, Digital Transformation, Change Management, Information Management",2020,2024,25,49,4,1,49,4,1
4128,Erdem Erzurum,https://scholar.google.com/citations?hl=en&user=2AuFzxsAAAAJ,2AuFzxsAAAAJ,"Assistant Professor, Bahçeşehir University",Verified email at bau.edu.tr,49,"Management and Organization, Organizational Behavior, Information Systems, Death and Dying",2008,2024,5,49,2,1,49,2,1
4129,Justine Abayomi Owolabi,https://scholar.google.com/citations?hl=en&user=1rHQPcYAAAAJ,1rHQPcYAAAAJ,"University of Benin, Edo State, Nigeria",,49,"Information Systems, Public Policy, Business and Social Sciences, Statistics, Demography",2019,2020,3,49,2,2,49,2,2
4130,Tian Li,https://scholar.google.com/citations?hl=en&user=1sotkK0AAAAJ,1sotkK0AAAAJ,"The University of Melbourne, RWTH Aachen University",Verified email at bpm.rwth-aachen.de,49,"Information Systems, Process Mining, Business Process Management",2022,2024,7,49,2,1,49,2,1
4131,Marwan Badran,https://scholar.google.com/citations?hl=en&user=Uj_KllcAAAAJ,Uj_KllcAAAAJ,PhD (Engineering),,49,"Computer Science, Information Systems, Artificial Intelligence, Robotics",2013,2024,10,49,3,2,19,3,0
4132,Alireza Nikseresht,https://scholar.google.com/citations?hl=en&user=-3JM0QQAAAAJ,-3JM0QQAAAAJ,"Assistant Professor, Shiraz University, Depatment of Information Science",Verified email at shirazu.ac.ir,48,"Optimization, Data Modelling, Information Systems, Information Retrieval, Text &",2011,2024,16,48,4,0,41,4,0
4133,Stuart L. Wolthuis,https://scholar.google.com/citations?hl=en&user=YG7S7YUAAAAJ,YG7S7YUAAAAJ,"Program Lead for Computer & Information Sciences, Brigham Young University - Hawaii",Verified email at byuh.edu,48,"Information Systems, Software Engineering, IT and Marine Biology, Program Management, Project Management",2010,2024,22,48,4,1,32,3,1
4134,Jaeyoung An,https://scholar.google.com/citations?hl=en&user=-c-6nMcAAAAJ,-c-6nMcAAAAJ,Yonsei University,Verified email at yonsei.ac.kr,48,"Information Systems, Digital Transformation, Text Mining, Shadow Work in Digital Environment",2017,2024,29,48,4,1,48,4,1
4135,Siham Younoussi,https://scholar.google.com/citations?hl=en&user=8QCbEv0AAAAJ,8QCbEv0AAAAJ,Ecole Mohammadia des ingénieurs_ équipe Siweb,,48,"Information systems, systems engineering",2015,2020,8,48,3,1,33,3,1
4136,Mohamed Ali Mohamed,https://scholar.google.com/citations?hl=en&user=M4ON42AAAAAJ,M4ON42AAAAAJ,"Arab International University, Syrian Virtual University",Verified email at aiu.edu.sy,48,"Information Systems, Software Engineering, E-government, Cloud Computing, Project Management",2010,2023,10,48,3,1,35,3,1
4137,Marcel Ruoff,https://scholar.google.com/citations?hl=en&user=3SFzOFsAAAAJ,3SFzOFsAAAAJ,Karlsruhe Institute of Technology,Verified email at kit.edu,48,"Information Systems, Human-Computer Interaction, Design Science Research, Conversational User Interfaces",2020,2023,14,48,5,2,46,5,2
4138,Landy ANDRIAMAMPIANINA,https://scholar.google.com/citations?hl=en&user=1Wx1LhoAAAAJ,1Wx1LhoAAAAJ,IRIT- SIG - Systèmes d'Informations Généralisées,Verified email at irit.fr,48,"Information Systems, Data Management, Temporal Graphs",2018,2024,12,48,5,1,46,5,1
4139,Yuxin Zhang,https://scholar.google.com/citations?hl=en&user=vVQWRzAAAAAJ,vVQWRzAAAAAJ,Wayne State University,Verified email at wayne.edu,48,Information Systems,2020,2024,11,48,4,2,46,4,2
4140,Dr. Harriet K. Lamptey,https://scholar.google.com/citations?hl=en&user=5EPp6AwAAAAJ,5EPp6AwAAAAJ,UPSA,,48,information systems,2017,2021,6,48,4,1,44,4,1
4141,Zanna Friberg,https://scholar.google.com/citations?hl=en&user=udRNF3kAAAAJ,udRNF3kAAAAJ,"PhD candidate, Uppsala University (Sweden)",Verified email at abm.uu.se,48,"Knowledge organisation, Information systems, Cultural Heritage data",2016,2023,4,48,2,2,48,2,2
4142,Md. Abu Jabed,https://scholar.google.com/citations?hl=en&user=o07II8kAAAAJ,o07II8kAAAAJ,"Assistant Professor of CSE, University of Creative Technology Chittagong",Verified email at uctc.edu.bd,47,"Machine Learning, Deep Learning, Information Systems",2012,2015,5,47,2,1,30,2,1
4143,Muhammad Al-Abdullah,https://scholar.google.com/citations?hl=en&user=8gGBRXEAAAAJ,8gGBRXEAAAAJ,Assistant Professor of Information Systems,,47,Information Systems,2011,2020,11,47,4,2,40,3,1
4144,Lala Olusegun Gbenga,https://scholar.google.com/citations?hl=en&user=74IbPDAAAAAJ,74IbPDAAAAAJ,"Adeleke University, Ede, Osun State, Nigeria, Department of Computer Science",Verified email at adelekeuniversity.edu.ng,47,"Software Engineering, Artificial Intelligence, Information Systems",2007,2023,36,47,4,1,40,3,1
4145,Emanuel Jando,https://scholar.google.com/citations?hl=en&user=a5t6IRUAAAAJ,a5t6IRUAAAAJ,Universitas Katolik Widya Mandira,Verified email at unwira.ac.id,47,"E-Government, Information Systems, IT Governance, E-Learning, Artificial Inteligent",2007,2017,3,47,1,1,46,1,1
4146,Qilbaaini Effendi Muftikhali,https://scholar.google.com/citations?hl=en&user=LKBt-rMAAAAJ,LKBt-rMAAAAJ,Telkom University,Verified email at telkomuniversity.ac.id,47,Information Systems,2015,2024,17,47,4,1,44,4,1
4147,Waleed Iftikhar,https://scholar.google.com/citations?hl=en&user=7436TmYAAAAJ,7436TmYAAAAJ,"Lecturer, Faculty of Information Technology",Verified email at ucp.edu.pk,47,"information systems, software project management, Data Analytics, business Analytics, and Blockchain technology",2018,2021,10,47,3,2,47,3,2
4148,Martin Krajčík,https://scholar.google.com/citations?hl=en&user=wzJ8JfQAAAAJ,wzJ8JfQAAAAJ,"Comenius University Bratislava, Faculty of Management",Verified email at fm.uniba.sk,47,"information systems, Office 365, cloud",2015,2023,5,47,2,1,46,2,1
4149,Marta Stelmaszak,https://scholar.google.com/citations?hl=en&user=At0X3c0AAAAJ,At0X3c0AAAAJ,University of Massachusetts Amherst,Verified email at isenberg.umass.edu,47,"information systems, analytics, data science",2017,2024,26,47,4,1,47,4,1
4150,Patricia Rudo Chikuni,https://scholar.google.com/citations?hl=en&user=fKlGW_MAAAAJ,fKlGW_MAAAAJ,University of Capetown,Verified email at uct.ac.za,47,"Research Data Management, open access, OER, e-learning, information systems",2010,2023,13,47,4,2,43,4,1
4151,Bojan Suknović,https://scholar.google.com/citations?hl=en&user=ZL6XqysAAAAJ,ZL6XqysAAAAJ,Teaching Assistant at University of East Sarajevo,Verified email at etf.ues.rs.ba,47,Information systems,2020,2020,2,47,1,1,47,1,1
4152,David P. Hastings,https://scholar.google.com/citations?hl=en&user=d7tM1akAAAAJ,d7tM1akAAAAJ,"Assistant Professor, Northumbria University",Verified email at northumbria.ac.uk,47,"Data Analytics, Data Science, Business & Entrepreneurship, Information Behaviour, Information Systems",2018,2023,5,47,3,2,47,3,2
4153,Carolus Agung Segara Wisesa,https://scholar.google.com/citations?hl=en&user=lrmCUvUAAAAJ,lrmCUvUAAAAJ,Institut Teknologi dan Bisnis Bank Rakyat Indonesia,,47,Information Systems,2015,2022,19,47,4,1,40,3,1
4154,Chiedozie Marius Okafor,https://scholar.google.com/citations?hl=en&user=thOy5pEAAAAJ,thOy5pEAAAAJ,Department of State,Verified email at state.gov,47,"Cybersecurity, Business Development, Information Systems, Financial Analysis",2023,2023,4,47,3,1,47,3,1
4155,Samir Jarjoui,https://scholar.google.com/citations?hl=en&user=3WqFbGEAAAAJ,3WqFbGEAAAAJ,University of Dallas,Verified email at udallas.edu,47,"Cybersecurity, Information Systems, Risk Management, Strategy",2021,2024,9,47,2,2,47,2,2
4156,Javad Abed,https://scholar.google.com/citations?hl=en&user=hLgeNnwAAAAJ,hLgeNnwAAAAJ,"Assistant professor, Johns Hopkins University",Verified email at jhu.edu,47,"Cybersecurity, AI, Cloud Security, Information Systems",2016,2023,5,47,3,3,40,3,3
4157,Ni Luh Nyoman Mirah Wedasari,https://scholar.google.com/citations?hl=en&user=CP-_zOoAAAAJ,CP-_zOoAAAAJ,STMIK STIKOM Bali,Verified email at stikom-bali.ac.id,46,"Data Mining, information systems",2014,2022,14,46,5,1,42,4,0
4158,Zhezhu Wen,https://scholar.google.com/citations?hl=en&user=COhwZxAAAAAJ,COhwZxAAAAAJ,"California State University, Fresno",Verified email at csufresno.edu,46,"Operations Management, Supply Chain Management, Information Systems",2008,2022,6,46,3,3,15,2,1
4159,Savindu Herath,https://scholar.google.com/citations?hl=en&user=LU_J0G0AAAAJ,LU_J0G0AAAAJ,ETH Zurich,Verified email at ethz.ch,46,"Information Systems, AI in Management, Technology Management, Online Communities",2017,2024,11,46,4,1,42,4,1
4160,Lachlan Hardy,https://scholar.google.com/citations?hl=en&user=YkD3ZJYAAAAJ,YkD3ZJYAAAAJ,"PhD Candidate, University of Tasmania",Verified email at utas.edu.au,46,"Human-Computer Interaction, Information Systems, Digital Competency, Technical Support, Self-Efficacy",2019,2022,5,46,2,2,46,2,2
4161,Pranjal Awasthi,https://scholar.google.com/citations?hl=en&user=jez9wD8AAAAJ,jez9wD8AAAAJ,Texas A&M,Verified email at tamu.edu,46,"Computer Vision, Data Philanthropy, Information Systems, Digital Epidemiology, Social Engineering",2019,2024,5,46,3,1,46,3,1
4162,MUNSIF SOKIYNA,https://scholar.google.com/citations?hl=en&user=mOfyrNgAAAAJ,mOfyrNgAAAAJ,"The University of Alabama, The Culverhouse College of Business, ISM Department/IS",Verified email at ua.edu,46,"Information Systems, Open Source Software (OSS, HCI, NLP, Online Toxicity",2020,2024,6,46,3,2,46,3,2
4163,HASNAH HASHIM,https://scholar.google.com/citations?hl=en&user=_d3OEhIAAAAJ,_d3OEhIAAAAJ,Senior Lecturer,Verified email at uitm.edu.my,46,"Information Systems, Information Management, Big Data, Organizational Studies",2010,2023,16,46,3,2,42,3,1
4164,Nirangani Ranasinghe,https://scholar.google.com/citations?hl=en&user=JxQNRfcAAAAJ,JxQNRfcAAAAJ,"Lecturer, Rajarata University of Sri Lanka",Verified email at ssh.rjt.ac.lk,46,"Computer Sciences, Information Systems",2017,2024,7,46,2,1,46,2,1
4165,Robertina Zdjelar,https://scholar.google.com/citations?hl=en&user=uAShEXYAAAAJ,uAShEXYAAAAJ,External assistent,Verified email at foi.hr,46,"strategic planning, digital inclusion, information systems",1992,2024,31,46,4,0,34,4,0
4166,Seth Vargo,https://scholar.google.com/citations?hl=en&user=VXXyBOYAAAAJ,VXXyBOYAAAAJ,"Distinguished Software Engineer, Google",Verified email at sethvargo.com,46,"information systems, security",2014,2019,4,46,1,1,13,1,1
4167,Belal Abdelfattah,https://scholar.google.com/citations?hl=en&user=KbRyEe8AAAAJ,KbRyEe8AAAAJ,George Mason University,Verified email at gmu.edu,46,"Information Systems, Business Analytics, Technology",2009,2016,8,46,4,1,24,3,1
4168,Mahnaz Afshari,https://scholar.google.com/citations?hl=en&user=m3kWrA4AAAAJ,m3kWrA4AAAAJ,"Master of Software Computer Engineering, Azad university, Iran, Isfahan",,46,"software quality, software development, information systems, E-learning, agile methods",2021,2024,6,46,4,1,46,4,1
4169,Waleed KH Mohamed AL-Hadban,https://scholar.google.com/citations?hl=en&user=nKYh_hYAAAAJ,nKYh_hYAAAAJ,Charmo University,Verified email at chu.edu.iq,46,"Information Systems, Information Management, Qualitative Research, Quantitative Research",2016,2023,5,46,4,2,37,4,1
4170,Fateme Bakhshi,https://scholar.google.com/citations?hl=en&user=Pho66esAAAAJ,Pho66esAAAAJ,Ivey Business School,Verified email at ivey.ca,46,"Information Systems, Social Media, Organizational Studies",2019,2024,5,46,1,1,46,1,1
4171,Özkan Canay,https://scholar.google.com/citations?hl=en&user=cqwPo3AAAAAJ,cqwPo3AAAAAJ,"PhD, Computer Programming at Sakarya University of Applied Sciences",Verified email at subu.edu.tr,45,"Machine Learning, Artificial Intelligence, Web Mining, Information Systems",2005,2024,23,47,5,0,35,4,0
4172,Himadri Barman,https://scholar.google.com/citations?hl=en&user=mbuqm-YAAAAJ,mbuqm-YAAAAJ,"Assistant Professor, Dibrugarh University",Verified email at dibru.ac.in,45,"Enterprise Productivity, Information Systems, Indian Ethos, Social Media Analyitcs",2001,2024,32,45,4,1,30,4,0
4173,"Kojo, Osei Frimpong",https://scholar.google.com/citations?hl=en&user=50ax3-0AAAAJ,50ax3-0AAAAJ,"Lecturer, ICT, Presbyterian University, Ghana",Verified email at presbyuniversity.edu.gh,45,"Information Systems, Information Technology, eLearning eHealth Telemedicine, Data Science, Big Data",2015,2023,19,45,3,2,41,3,2
4174,Rima Khatib,https://scholar.google.com/citations?hl=en&user=g0HQOHoAAAAJ,g0HQOHoAAAAJ,"Wilfrid Laurier University, Lazaridis School of Business & Economics",Verified email at wlu.ca,45,"Information security, Information Systems, AI in Education",2009,2024,7,45,3,2,40,3,2
4175,Carianne Pretorius,https://scholar.google.com/citations?hl=en&user=d8lQTr0AAAAJ,d8lQTr0AAAAJ,Adyen,Verified email at adyen.com,45,"Human factors in software engineering, Software design, Decision making, Cognitive styles, Information systems",2012,2024,11,45,4,2,40,4,1
4176,Muneer Sameer Gheni Mansoor,https://scholar.google.com/citations?hl=en&user=j8PRHgQAAAAJ,j8PRHgQAAAAJ,University of Information Technology and Communications,Verified email at uoitc.edu.iq,45,"Artificial intelligent, Data mining, Big Data Analytics, Information Systems, Web Technologies.",2017,2024,12,45,3,2,45,3,2
4177,Ashini Wesumperuma,https://scholar.google.com/citations?hl=en&user=3AZmy-4AAAAJ,3AZmy-4AAAAJ,"Lecturer, Western Sydney University",Verified email at westernsydney.edu.au,45,"Information Systems, Green House Gas Emissions, Business Process Optimisation, Artificial Intelligence",2011,2019,7,45,3,2,38,3,2
4178,"Mohammad Tafiqur Rahman, Ph.D.",https://scholar.google.com/citations?hl=en&user=hq8fBHsAAAAJ,hq8fBHsAAAAJ,University of South-Eastern Norway,Verified email at usn.no,45,"Information Systems, Humanitarian Logistics, Decision Support Systems",2009,2023,10,45,3,2,41,3,2
4179,Fortune B. Deedam-Okuchaba,https://scholar.google.com/citations?hl=en&user=eS71SOQAAAAJ,eS71SOQAAAAJ,"Lecturer, Computer Science, Rivers State University",Verified email at ust.edu.ng,45,"Information Systems, Human Computer Interaction, Machine Learning",2018,2020,6,45,3,2,45,3,2
4180,Eddie Bouy Palad,https://scholar.google.com/citations?hl=en&user=FywfUdQAAAAJ,FywfUdQAAAAJ,MSU-Iligan Institute of Technology,Verified email at g.msuiit.edu.ph,45,"Information Systems, Text Mining, Cybercrime Analytics, Law",2012,2023,8,45,3,2,45,3,2
4181,Chalani Oruthotaarachchi,https://scholar.google.com/citations?hl=en&user=sMXIm0cAAAAJ,sMXIm0cAAAAJ,University of Kelaniya,Verified email at kln.ac.lk,45,"Information Systems, Software Product Management, Business Process Management",2010,2024,12,45,3,3,18,2,1
4182,Zainab O Abdulkareem,https://scholar.google.com/citations?hl=en&user=K-z_5KYAAAAJ,K-z_5KYAAAAJ,University of Strathclyde,Verified email at strath.ac.uk,45,"Machine Learning, Information Systems, Project Management, Qualitative Study, Quantitative Study",2016,2024,7,46,4,1,46,4,1
4183,Aigerim M. Bakiyeva,https://scholar.google.com/citations?hl=en&user=cWQHMB4AAAAJ,cWQHMB4AAAAJ,ЕНУ им. Л.Н. Гумилева,Verified email at enu.kz,45,"computer linguistics, information systems",2014,2020,15,45,4,1,31,3,1
4184,Hasna Arshad,https://scholar.google.com/citations?hl=en&user=9VLXL6YAAAAJ,9VLXL6YAAAAJ,"Assistant Professor, HITEC University",,45,"Information Systems, Project Management, Software Engineering, Image Processing, Knowledge Based Software Engineering",2020,2023,12,45,4,2,45,4,2
4185,Damola Tolani,https://scholar.google.com/citations?hl=en&user=qDzepAwAAAAJ,qDzepAwAAAAJ,University of South Africa,Verified email at mylife.unisa.ac.za,45,"Information Systems, SMEs, Digital Transformation, GRC, ICT4D",2019,2023,7,45,3,1,45,3,1
4186,Till Florian Kauffeldt,https://scholar.google.com/citations?hl=en&user=8mPoeyMAAAAJ,8mPoeyMAAAAJ,"Professor of Statistics, Heilbronn University",Verified email at hs-heilbronn.de,45,"AI, Information Systems, Game Theory, Decision Theory",2013,2023,14,45,4,2,37,4,1
4187,Anabela Serrano,https://scholar.google.com/citations?hl=en&user=sdyVrMEAAAAJ,sdyVrMEAAAAJ,"Professor of Information Systems / P.PORTO; Researcher: CITCEM, Universidade do Porto …",Verified email at iscap.ipp.pt,44,"Digital Libraries, Information retrieval, Digital Archives, Information science, Information Systems",1994,2023,24,44,4,0,21,3,0
4188,Isra Alqasrawi,https://scholar.google.com/citations?hl=en&user=-lyUSecAAAAJ,#NAME?,"Department of Information Technology , Al-Balqa Applied University",Verified email at bau.edu.jo,44,"networks, security, wireless networks, information systems",2013,2022,7,44,4,2,40,3,2
4189,Ali Mohammed Kadhim Alsalihy,https://scholar.google.com/citations?hl=en&user=srDvGeAAAAAJ,srDvGeAAAAAJ,"Lecturer, Department of Computer Engineering Techniques, Dijlah University College",Verified email at duc.edu.iq,44,"Programming, Information Systems, Security, Encryption",2005,2024,17,44,3,3,28,3,1
4190,Nouran Abdalazim,https://scholar.google.com/citations?hl=en&user=1Xl9U0MAAAAJ,1Xl9U0MAAAAJ,"Ph.D. Student at Faculty of Informatics, Università della Svizzera italiana, Lugano …",Verified email at usi.ch,44,"Information Systems, Ubiquitous Computing",2020,2024,11,44,4,2,43,4,2
4191,Fernando Vegas Fernández,https://scholar.google.com/citations?hl=en&user=3HmsXK0AAAAJ,3HmsXK0AAAAJ,"Ingeniero de Caminos, Ph.D. Universidad Politécnica de Madrid",Verified email at ciccp.es,44,"Information Systems, Risk Management, IT Security, Competitive Intelligence",2017,2022,13,44,4,1,39,4,0
4192,Mohammed Salahat,https://scholar.google.com/citations?hl=en&user=eAtmDb8AAAAJ,eAtmDb8AAAAJ,University of Science and Technology,Verified email at ajman.ac.ae,44,Information Systems,2008,2019,14,44,4,1,14,2,0
4193,Dr.(Mrs).DNT Gunawardhana,https://scholar.google.com/citations?hl=en&user=oNQQSYMAAAAJ,oNQQSYMAAAAJ,University of Moratuwa,Verified email at uom.lk,44,"Information Systems, Information Systems Management, Electronic Service Quality",2011,2023,20,44,4,2,33,3,2
4194,Simon Farshid,https://scholar.google.com/citations?hl=en&user=Tj6vB9EAAAAJ,Tj6vB9EAAAAJ,Frankfurt School of Finance & Management,Verified email at fs.de,44,"information systems, blockchain",2019,2019,1,44,1,1,44,1,1
4195,Bagustari Bintang,https://scholar.google.com/citations?hl=en&user=BjKix68AAAAJ,BjKix68AAAAJ,Universiti Malaya,Verified email at siswa.um.edu.my,44,"Human-Computer Interaction, Information Systems, Information Security",2015,2024,11,44,4,2,44,4,2
4196,Sofyan Arifin,https://scholar.google.com/citations?hl=en&user=7WUyFIEAAAAJ,7WUyFIEAAAAJ,STMIK Kreatindo Manokwari,Verified email at kreatindo.ac.id,44,"Computer Engineering, Computer system, Information Systems",2019,2024,28,44,4,1,44,4,1
4197,Markhaba Akhmetollinovna Karmenova,https://scholar.google.com/citations?hl=en&user=jvX6Tn0AAAAJ,jvX6Tn0AAAAJ,Sarsen Amanzholov East Kazakhstan University,Verified email at vku.edu.kz,44,Information Systems,2018,2022,8,44,4,1,43,4,1
4198,Saba Sareminia,https://scholar.google.com/citations?hl=en&user=rRVYmcsAAAAJ,rRVYmcsAAAAJ,Assistant Professor of Industrial and Systems Engineering Department,Verified email at iut.ac.ir,44,"Knowledge Management, Semantic Web (Ontology Making, Data Mining, Information Systems",2013,2024,22,44,4,2,40,4,1
